MTgenes,G2Mgenes,Sgenes,RMgenes
,,,AMEX60DDU001017400
,,,AMEX60DDU001017401
,,,AMEX60DDU001017402
,,,AMEX60DDU001017403
,,,AMEX60DDU001017404
,,,AMEX60DDU001017405
,,,AMEX60DDU001017407
,,,AMEX60DDU001017409
,,,AMEX60DDU001017410
,,,AMEX60DDU001017412
,,,AMEX60DDU001017413
,,,AMEX60DDU001017414
,,,AMEX60DDU001017416
,,,AMEX60DDU001017417
,,,AMEX60DDU001017418
,,,AMEX60DDU001017419
,,,AMEX60DDU001017420
,,,AMEX60DDU001017421
,,,AMEX60DDU001017422
,,,AMEX60DDU001017423
,,,AMEX60DDU001017424
,,,AMEX60DDU001017426
,,,AMEX60DDU001017427
,,,AMEX60DDU001017430
,,,AMEX60DDU001017431
,,,AMEX60DDU001017432
,,,AMEX60DDU001017433
,,,AMEX60DDU001017434
,,,AMEX60DDU001017435
,,,AMEX60DDU001017439
,,,AMEX60DDU001017440
,,,AMEX60DDU001017441
,,,AMEX60DDU001017442
,,,AMEX60DDU001017443
,,,AMEX60DDU001017445
,,,AMEX60DDU001017446
,,,AMEX60DDU001017447
,,,AMEX60DDU001017448
,,,AMEX60DDU001017449
,,,AMEX60DDU001017451
,,,AMEX60DDU001017452
,,,AMEX60DDU001017453
,,,AMEX60DDU001017454
,,,AMEX60DDU001017455
,,,AMEX60DDU001017456
,,,AMEX60DDU001017457
,,,AMEX60DDU001017458
,,,AMEX60DDU001017459
,,,AMEX60DDU001017460
,,,AMEX60DDU001017461
,,,AMEX60DDU001017462
,,,AMEX60DDU001017464
,,,AMEX60DDU001017465
,,,AMEX60DDU001017466
,,,AMEX60DDU001017467
,,,AMEX60DDU001017468
,,,AMEX60DDU001017469
,,,AMEX60DDU001017470
,,,AMEX60DDU001017471
,,,AMEX60DDU001017472
,,,AMEX60DDU001017473
,,,AMEX60DDU001017474
,,,AMEX60DDU001017475
,,,AMEX60DDU001017476
,,,AMEX60DDU001017478
,,,AMEX60DDU001017479
,,,AMEX60DDU001017482
,,,AMEX60DDU001017483
,,,AMEX60DDU001017484
,,,AMEX60DDU001017485
,,,AMEX60DDU001017486
,,,AMEX60DDU001017487
,,,AMEX60DDU001017488
,,,AMEX60DDU001017489
,,,AMEX60DDU001017490
,,,AMEX60DDU001017491
,,,AMEX60DDU001017492
,,,AMEX60DDU001017493
,,,AMEX60DDU001017494
,,,AMEX60DDU001017498
,,,AMEX60DDU001017500
,,,AMEX60DDU001017501
,,,AMEX60DDU001017503
,,,AMEX60DDU001017504
,,,AMEX60DDU001017505
,,,AMEX60DDU001017506
,,,AMEX60DDU001017507
,,,AMEX60DDU001017508
,,,AMEX60DDU001017511
,,,AMEX60DDU001017512
,,,AMEX60DDU001017513
,,,AMEX60DDU001017514
,,,AMEX60DDU001017515
,,,AMEX60DDU001017516
,,,AMEX60DDU001017517
,,,AMEX60DDU001017518
,,,AMEX60DDU001017519
,,,AMEX60DDU001017521
,,,AMEX60DDU001017523
,,,AMEX60DDU001017525
,,,AMEX60DDU001017526
,,,AMEX60DDU001017528
,,,AMEX60DDU001017530
,,,AMEX60DDU001017531
,,,AMEX60DDU001017532
,,,AMEX60DDU001017533
,,,AMEX60DDU001017534
,,,AMEX60DDU001017536
,,,AMEX60DDU001017537
,,,AMEX60DDU001017539
,,,AMEX60DDU001017540
,,,AMEX60DDU001017545
,,,AMEX60DDU001017548
,,,AMEX60DDU001017550
,,,AMEX60DDU001017551
,,,AMEX60DDU001017552
,,,AMEX60DDU001017553
,,,AMEX60DDU001017554
,,,AMEX60DDU001017555
,,,AMEX60DDU001017557
,,,AMEX60DDU001017558
,,,AMEX60DDU001017559
,,,AMEX60DDU001017560
,,,AMEX60DDU001017561
,,,AMEX60DDU001017562
,,,AMEX60DDU001017563
,,,AMEX60DDU001017564
,,,AMEX60DDU001017565
,,,AMEX60DDU001017566
,,,AMEX60DDU001017568
,,,AMEX60DDU001017569
,,,AMEX60DDU001017570
,,,AMEX60DDU001017571
,,,AMEX60DDU001017572
,,,AMEX60DDU001017573
,,,AMEX60DDU001017578
,,,AMEX60DDU001017580
,,,AMEX60DDU001017582
,,,AMEX60DDU001017585
,,,AMEX60DDU001017587
,,,AMEX60DDU001017588
,,,AMEX60DDU001017593
,,,AMEX60DDU001017595
,,,AMEX60DDU001017596
,,,AMEX60DDU001017597
,,,AMEX60DDU001017599
,,,AMEX60DDU001017600
,,,AMEX60DDU001017601
,,,AMEX60DDU001017603
,,,AMEX60DDU001017604
,,,AMEX60DDU001017607
,,,AMEX60DDU001017609
,,,AMEX60DDU001017612
,,,AMEX60DDU001017613
,,,AMEX60DDU001017615
,,,AMEX60DDU001017616
,,,AMEX60DDU001017617
,,,AMEX60DDU001017618
,,,AMEX60DDU001017623
,,,AMEX60DDU001017624
,,,AMEX60DDU001017625
,,,AMEX60DDU001017626
,,,AMEX60DDU001017631
,,,AMEX60DDU001017632
,,,AMEX60DDU001017633
,,,AMEX60DDU001017635
,,,AMEX60DDU001017636
,,,AMEX60DDU001017639
,,,AMEX60DDU001017642
,,,AMEX60DDU001017643
,,,AMEX60DDU001017644
,,,AMEX60DDU001017645
,,,AMEX60DDU001017647
,,,AMEX60DDU001017648
,,,AMEX60DDU001017649
,,,AMEX60DDU001017650
,,,AMEX60DDU001017651
,,,AMEX60DDU001017652
,,,AMEX60DDU001017653
,,,AMEX60DDU001017655
,,,AMEX60DDU001017656
,,,AMEX60DDU001017657
,,,AMEX60DDU001017658
,,,AMEX60DDU001017660
,,,AMEX60DDU001017661
,,,AMEX60DDU001017662
,,,AMEX60DDU001017664
,,,AMEX60DDU001017666
,,,AMEX60DDU001017667
,,,AMEX60DDU001017668
,,,AMEX60DDU001017669
,,,AMEX60DDU001017671
,,,AMEX60DDU001017673
,,,AMEX60DDU001017674
,,,AMEX60DDU001017675
,,,AMEX60DDU001017676
,,,AMEX60DDU001017681
,,,AMEX60DDU001017684
,,,AMEX60DDU001017686
,,,AMEX60DDU001017687
,,,AMEX60DDU001017688
,,,AMEX60DDU001017689
,,,AMEX60DDU001017692
,,,AMEX60DDU001017695
,,,AMEX60DDU001017696
,,,AMEX60DDU001017697
,,,AMEX60DDU001017700
,,,AMEX60DDU001017701
,,,AMEX60DDU001017705
,,,AMEX60DDU001017706
,,,AMEX60DDU001017707
,,,AMEX60DDU001017708
,,,AMEX60DDU001017709
,,,AMEX60DDU001017710
,,,AMEX60DDU001017711
,,,AMEX60DDU001017714
,,,AMEX60DDU001017715
,,,AMEX60DDU001017716
,,,AMEX60DDU001017717
,,,AMEX60DDU001017718
,,,AMEX60DDU001017719
,,,AMEX60DDU001017721
,,,AMEX60DDU001017722
,,,AMEX60DDU001017723
,,,AMEX60DDU001017727
,,,AMEX60DDU001017728
,,,AMEX60DDU001017729
,,,AMEX60DDU001017730
,,,AMEX60DDU001017731
,,,AMEX60DDU001017732
,,,AMEX60DDU001017733
,,,AMEX60DDU001017734
,,,AMEX60DDU001017735
,,,AMEX60DDU001017736
,,,AMEX60DDU001017737
,,,AMEX60DDU001017738
,,,AMEX60DDU001017739
,,,AMEX60DDU001017740
,,,AMEX60DDU001017742
,,,AMEX60DDU001017743
,,,AMEX60DDU001017746
,,,AMEX60DDU001017750
,,,AMEX60DDU001017751
,,,AMEX60DDU001017752
,,,AMEX60DDU001017753
,,,AMEX60DDU001017754
,,,AMEX60DDU001017755
,,,AMEX60DDU001017757
,,,AMEX60DDU001017758
,,,AMEX60DDU001017759
,,,AMEX60DDU001017761
,,,AMEX60DDU001017762
,,,AMEX60DDU001017763
,,,AMEX60DDU001017766
,,,AMEX60DDU001017767
,,,AMEX60DDU001017770
,,,AMEX60DDU001017772
,,,AMEX60DDU001017773
,,,AMEX60DDU001017774
,,,AMEX60DDU001017775
,,,AMEX60DDU001017776
,,,AMEX60DDU001017777
,,,AMEX60DDU001017778
,,,AMEX60DDU001017779
,,,AMEX60DDU001017780
,,,AMEX60DDU001017782
,,,AMEX60DDU001017784
,,,AMEX60DDU001017785
,,,AMEX60DDU001017786
,,,AMEX60DDU001017787
,,,AMEX60DDU001017789
,,,AMEX60DDU001017790
,,,AMEX60DDU001017793
,,,AMEX60DDU001017794
,,,AMEX60DDU001017795
,,,AMEX60DDU001017796
,,,AMEX60DDU001017797
,,,AMEX60DDU001017802
,,,AMEX60DDU001017806
,,,AMEX60DDU001017807
,,,AMEX60DDU001017808
,,,AMEX60DDU001017809
,,,AMEX60DDU001017810
,,,AMEX60DDU001017811
,,,AMEX60DDU001017812
,,,AMEX60DDU001017813
,,,AMEX60DDU001017814
,,,AMEX60DDU001017817
,,,AMEX60DDU001017818
,,,AMEX60DDU001017819
,,,AMEX60DDU001017820
,,,AMEX60DDU001017821
,,,AMEX60DDU001017824
,,,AMEX60DDU001017826
,,,AMEX60DDU001017827
,,,AMEX60DDU001017828
,,,AMEX60DDU001017829
,,,AMEX60DDU001017832
,,,AMEX60DDU001017833
,,,AMEX60DDU001017834
,,,AMEX60DDU001017835
,,,AMEX60DDU001017839
,,,AMEX60DDU001017840
,,,AMEX60DDU001017841
,,,AMEX60DDU001017842
,,,AMEX60DDU001017843
,,,AMEX60DDU001017846
,,,AMEX60DDU001017847
,,,AMEX60DDU001017848
,,,AMEX60DDU001017850
,,,AMEX60DDU001017852
,,,AMEX60DDU001017853
,,,AMEX60DDU001017856
,,,AMEX60DDU001017858
,,,AMEX60DDU001017860
,,,AMEX60DDU001017861
,,,AMEX60DDU001017862
,,,AMEX60DDU001017863
,,,AMEX60DDU001017864
,,,AMEX60DDU001017866
,,,AMEX60DDU001017868
,,,AMEX60DDU001017870
,,,AMEX60DDU001017871
,,,AMEX60DDU001017872
,,,AMEX60DDU001017873
,,,AMEX60DDU001017874
,,,AMEX60DDU001017875
,,,AMEX60DDU001017877
,,,AMEX60DDU001017878
,,,AMEX60DDU001017879
,,,AMEX60DDU001017880
,,,AMEX60DDU001017882
,,,AMEX60DDU001017883
,,,AMEX60DDU001017884
,,,AMEX60DDU001017885
,,,AMEX60DDU001017886
,,,AMEX60DDU001017887
,,,AMEX60DDU001017888
,,,AMEX60DDU001017889
,,,AMEX60DDU001017890
,,,AMEX60DDU001017891
,,,AMEX60DDU001017892
,,,AMEX60DDU001017893
,,,AMEX60DDU001017894
,,,AMEX60DDU001017896
,,,AMEX60DDU001017897
,,,AMEX60DDU001017898
,,,AMEX60DDU001017899
,,,AMEX60DDU001017900
,,,AMEX60DDU001017901
,,,AMEX60DDU001017903
,,,AMEX60DDU001017904
,,,L1TD1::AMEX60DDU001017905
,,,AMEX60DDU001017906
,,,AMEX60DDU001017907
,,,AMEX60DDU001017910
,,,AMEX60DDU001017912
,,,AMEX60DDU001017913
,,,AMEX60DDU001017914
,,,AMEX60DDU001017915
,,,AMEX60DDU001017919
,,,AMEX60DDU001017920
,,,AMEX60DDU001017921
,,,AMEX60DDU001017922
,,,AMEX60DDU001017923
,,,AMEX60DDU001017924
,,,AMEX60DDU001017925
,,,AMEX60DDU001017928
,,,AMEX60DDU001017929
,,,AMEX60DDU001017931
,,,AMEX60DDU001017932
,,,AMEX60DDU001017936
,,,AMEX60DDU001017937
,,,L1TD1-LIKE::AMEX60DDU001017938
,,,AMEX60DDU001017941
,,,AMEX60DDU001017943
,,,AMEX60DDU001017944
,,,AMEX60DDU001017945
,,,AMEX60DDU001017946
,,,AMEX60DDU001017947
,,,AMEX60DDU001017948
,,,AMEX60DDU001017949
,,,AMEX60DDU001017950
,,,AMEX60DDU001017951
,,,AMEX60DDU001017953
,,,AMEX60DDU001017954
,,,AMEX60DDU001017955
,,,AMEX60DDU001017957
,,,AMEX60DDU001017958
,,,AMEX60DDU001017959
,,,AMEX60DDU001017961
,,,AMEX60DDU001017962
,,,AMEX60DDU001017963
,,,AMEX60DDU001017964
,,,AMEX60DDU001017965
,,,AMEX60DDU001017967
,,,AMEX60DDU001017968
,,,AMEX60DDU001017970
,,,AMEX60DDU001017971
,,,AMEX60DDU001017972
,,,AMEX60DDU001017973
,,,AMEX60DDU001017974
,,,AMEX60DDU001017976
,,,AMEX60DDU001017977
,,,AMEX60DDU001017978
,,,AMEX60DDU001017981
,,,AMEX60DDU001017985
,,,AMEX60DDU001017988
,,,AMEX60DDU001017989
,,,AMEX60DDU001017990
,,,AMEX60DDU001017991
,,,AMEX60DDU001017992
,,,AMEX60DDU001017993
,,,AMEX60DDU001017994
,,,AMEX60DDU001017995
,,,AMEX60DDU001017996
,,,AMEX60DDU001017997
,,,AMEX60DDU001017998
,,,AMEX60DDU001017999
,,,AMEX60DDU001018001
,,,AMEX60DDU001018002
,,,AMEX60DDU001018003
,,,AMEX60DDU001018004
,,,AMEX60DDU001018005
,,,AMEX60DDU001018006
,,,AMEX60DDU001018007
,,,AMEX60DDU001018008
,,,AMEX60DDU001018009
,,,AMEX60DDU001018010
,,,AMEX60DDU001018011
,,,AMEX60DDU001018013
,,,AMEX60DDU001018014
,,,AMEX60DDU001018016
,,,AMEX60DDU001018017
,,,AMEX60DDU001018018
,,,AMEX60DDU001018019
,,,AMEX60DDU001018020
,,,AMEX60DDU001018021
,,,AMEX60DDU001018022
,,,AMEX60DDU001018023
,,,AMEX60DDU001018024
,,,AMEX60DDU001018027
,,,AMEX60DDU001018028
,,,AMEX60DDU001018029
,,,AMEX60DDU001018030
,,,AMEX60DDU001018031
,,,AMEX60DDU001018032
,,,AMEX60DDU001018035
,,,AMEX60DDU001018036
,,,AMEX60DDU001018037
,,,AMEX60DDU001018038
,,,AMEX60DDU001018039
,,,AMEX60DDU001018040
,,,AMEX60DDU001018041
,,,AMEX60DDU001018042
,,,AMEX60DDU001018043
,,,AMEX60DDU001018046
,,,AMEX60DDU001018047
,,,AMEX60DDU001018048
,,,AMEX60DDU001018049
,,,AMEX60DDU001018052
,,,AMEX60DDU001018054
,,,AMEX60DDU001018055
,,,AMEX60DDU001018056
,,,AMEX60DDU001018057
,,,AMEX60DDU001018058
,,,AMEX60DDU001018061
,,,AMEX60DDU001018062
,,,AMEX60DDU001018065
,,,AMEX60DDU001018066
,,,AMEX60DDU001018067
,,,AMEX60DDU001018068
,,,AMEX60DDU001018069
,,,AMEX60DDU001018070
,,,AMEX60DDU001018071
,,,AMEX60DDU001018072
,,,AMEX60DDU001018074
,,,AMEX60DDU001018075
,,,AMEX60DDU001018076
,,,AMEX60DDU001018077
,,,AMEX60DDU001018078
,,,AMEX60DDU001018079
,,,AMEX60DDU001018080
,,,AMEX60DDU001018085
,,,AMEX60DDU001018087
,,,AMEX60DDU001018088
,,,AMEX60DDU001018089
,,,AMEX60DDU001018090
,,,AMEX60DDU001018093
,,,AMEX60DDU001018094
,,,AMEX60DDU001018095
,,,AMEX60DDU001018097
,,,AMEX60DDU001018096
,,,AMEX60DDU001018098
,,,AMEX60DDU001018099
,,,AMEX60DDU001018106
,,,AMEX60DDU001018107
,,,AMEX60DDU001018108
,,,AMEX60DDU001018112
,,,AMEX60DDU001018113
,,,AMEX60DDU001018114
,,,AMEX60DDU001018115
,,,AMEX60DDU001018119
,,,AMEX60DDU001018120
,,,AMEX60DDU001018121
,,,AMEX60DDU001018122
,,,AMEX60DDU001018123
,,,AMEX60DDU001018125
,,,AMEX60DDU001018126
,,,AMEX60DDU001018128
,,,AMEX60DDU001018129
,,,AMEX60DDU001018131
,,,AMEX60DDU001018132
,,,AMEX60DDU001018133
,,,AMEX60DDU001018135
,,,AMEX60DDU001018136
,,,AMEX60DDU001018137
,,,AMEX60DDU001018138
,,,AMEX60DDU001018139
,,,AMEX60DDU001018141
,,,AMEX60DDU001018142
,,,AMEX60DDU001018143
,,,AMEX60DDU001018145
,,,AMEX60DDU001018149
,,,AMEX60DDU001018150
,,,AMEX60DDU001018151
,,,AMEX60DDU001018152
,,,AMEX60DDU001018153
,,,AMEX60DDU001018154
,,,AMEX60DDU001018155
,,,AMEX60DDU001018156
,,,AMEX60DDU001018157
,,,AMEX60DDU001018158
,,,AMEX60DDU001018159
,,,AMEX60DDU001018160
,,,AMEX60DDU001018161
,,,AMEX60DDU001018162
,,,AMEX60DDU001018163
,,,AMEX60DDU001018165
,,,AMEX60DDU001018166
,,,AMEX60DDU001018168
,,,AMEX60DDU001018169
,,,AMEX60DDU001018171
,,,AMEX60DDU001018172
,,,AMEX60DDU001018173
,,,AMEX60DDU001018174
,,,AMEX60DDU001018176
,,,AMEX60DDU001018178
,,,AMEX60DDU001018179
,,,AMEX60DDU001018180
,,,AMEX60DDU001018185
,,,AMEX60DDU001018186
,,,AMEX60DDU001018189
,,,AMEX60DDU001018190
,,,AMEX60DDU001018191
,,,AMEX60DDU001018192
,,,AMEX60DDU001018194
,,,AMEX60DDU001018195
,,,AMEX60DDU001018196
,,,AMEX60DDU001018197
,,,AMEX60DDU001018198
,,,AMEX60DDU001018199
,,,AMEX60DDU001018200
,,,AMEX60DDU001018202
,,,AMEX60DDU001018203
,,,AMEX60DDU001018205
,,,AMEX60DDU001018206
,,,AMEX60DDU001018207
,,,AMEX60DDU001018208
,,,AMEX60DDU001018209
,,,AMEX60DDU001018210
,,,AMEX60DDU001018211
,,,AMEX60DDU001018212
,,,AMEX60DDU001018213
,,,AMEX60DDU001018215
,,,AMEX60DDU001018216
,,,AMEX60DDU001018220
,,,AMEX60DDU001018221
,,,AMEX60DDU001018222
,,,AMEX60DDU001018223
,,,AMEX60DDU001018224
,,,AMEX60DDU001018225
,,,AMEX60DDU001018226
,,,AMEX60DDU001018227
,,,AMEX60DDU001018228
,,,AMEX60DDU001018229
,,,AMEX60DDU001018230
,,,AMEX60DDU001018231
,,,AMEX60DDU001018232
,,,AMEX60DDU001018233
,,,AMEX60DDU001018234
,,,AMEX60DDU001018235
,,,AMEX60DDU001018236
,,,AMEX60DDU001018238
,,,AMEX60DDU001018239
,,,AMEX60DDU001018240
,,,AMEX60DDU001018241
,,,AMEX60DDU001018242
,,,AMEX60DDU001018243
,,,AMEX60DDU001018244
,,,AMEX60DDU001018245
,,,AMEX60DDU001018246
,,,AMEX60DDU001018247
,,,AMEX60DDU001018248
,,,AMEX60DDU001018249
,,,AMEX60DDU001018250
,,,AMEX60DDU001018251
,,,AMEX60DDU001018252
,,,AMEX60DDU001018254
,,,AMEX60DDU001018255
,,,AMEX60DDU001018256
,,,AMEX60DDU001018261
,,,AMEX60DDU001018263
,,,AMEX60DDU001018264
,,,AMEX60DDU001018265
,,,AMEX60DDU001018266
,,,AMEX60DDU001018267
,,,AMEX60DDU001018268
,,,AMEX60DDU001018269
,,,AMEX60DDU001018271
,,,AMEX60DDU001018273
,,,AMEX60DDU001018274
,,,AMEX60DDU001018275
,,,AMEX60DDU001018276
,,,AMEX60DDU001018277
,,,AMEX60DDU001018280
,,,AMEX60DDU001018281
,,,AMEX60DDU001018282
,,,AMEX60DDU001018283
,,,AMEX60DDU001018284
,,,AMEX60DDU001018285
,,,AMEX60DDU001018286
,,,AMEX60DDU001018287
,,,AMEX60DDU001018290
,,,AMEX60DDU001018291
,,,AMEX60DDU001018292
,,,AMEX60DDU001018293
,,,AMEX60DDU001018294
,,,AMEX60DDU001018295
,,,AMEX60DDU001018296
,,,AMEX60DDU001018297
,,,AMEX60DDU001018298
,,,AMEX60DDU001018299
,,,AMEX60DDU001018300
,,,AMEX60DDU001018301
,,,AMEX60DDU001018302
,,,AMEX60DDU001018304
,,,AMEX60DDU001018306
,,,AMEX60DDU001018307
,,,AMEX60DDU001018309
,,,AMEX60DDU001018310
,,,AMEX60DDU001018311
,,,AMEX60DDU001018312
,,,AMEX60DDU001018313
,,,AMEX60DDU001018314
,,,AMEX60DDU001018315
,,,AMEX60DDU001018316
,,,GIN1::AMEX60DDU001018318
,,,AMEX60DDU001018319
,,,AMEX60DDU001018322
,,,AMEX60DDU001018326
,,,AMEX60DDU001018325
,,,AMEX60DDU001018327
,,,AMEX60DDU001018330
,,,AMEX60DDU001018332
,,,AMEX60DDU001018333
,,,AMEX60DDU001018334
,,,AMEX60DDU001018335
,,,AMEX60DDU001018336
,,,AMEX60DDU001018337
,,,AMEX60DDU001018338
,,,AMEX60DDU001018339
,,,AMEX60DDU001018340
,,,AMEX60DDU001018342
,,,AMEX60DDU001018343
,,,AMEX60DDU001018344
,,,AMEX60DDU001018345
,,,AMEX60DDU001018346
,,,AMEX60DDU001018348
,,,AMEX60DDU001018349
,,,AMEX60DDU001018350
,,,AMEX60DDU001018351
,,,AMEX60DDU001018354
,,,AMEX60DDU001018355
,,,AMEX60DDU001018356
,,,AMEX60DDU001018357
,,,AMEX60DDU001018358
,,,AMEX60DDU001018359
,,,AMEX60DDU001018360
,,,AMEX60DDU001018361
,,,AMEX60DDU001018362
,,,AMEX60DDU001018364
,,,AMEX60DDU001018366
,,,AMEX60DDU001018367
,,,AMEX60DDU001018368
,,,AMEX60DDU001018371
,,,AMEX60DDU001018374
,,,AMEX60DDU001018375
,,,AMEX60DDU001018376
,,,AMEX60DDU001018377
,,,AMEX60DDU001018378
,,,AMEX60DDU001018379
,,,AMEX60DDU001018380
,,,AMEX60DDU001018381
,,,AMEX60DDU001018382
,,,AMEX60DDU001018385
,,,AMEX60DDU001018386
,,,AMEX60DDU001018387
,,,AMEX60DDU001018388
,,,AMEX60DDU001018389
,,,AMEX60DDU001018390
,,,AMEX60DDU001018391
,,,AMEX60DDU001018392
,,,AMEX60DDU001018393
,,,AMEX60DDU001018394
,,,AMEX60DDU001018396
,,,AMEX60DDU001018398
,,,AMEX60DDU001018399
,,,AMEX60DDU001018400
,,,AMEX60DDU001018402
,,,AMEX60DDU001018405
,,,AMEX60DDU001018407
,,,AMEX60DDU001018408
,,,AMEX60DDU001018409
,,,AMEX60DDU001018411
,,,AMEX60DDU001018412
,,,AMEX60DDU001018413
,,,AMEX60DDU001018414
,,,AMEX60DDU001018415
,,,AMEX60DDU001018416
,,,AMEX60DDU001018417
,,,AMEX60DDU001018418
,,,AMEX60DDU001018419
,,,AMEX60DDU001018423
,,,AMEX60DDU001018424
,,,AMEX60DDU001018425
,,,AMEX60DDU001018427
,,,AMEX60DDU001018430
,,,AMEX60DDU001018432
,,,AMEX60DDU001018436
,,,AMEX60DDU001018437
,,,AMEX60DDU001018438
,,,AMEX60DDU001018439
,,,AMEX60DDU001018441
,,,AMEX60DDU001018443
,,,AMEX60DDU001018444
,,,AMEX60DDU001018446
,,,AMEX60DDU001018447
,,,AMEX60DDU001018448
,,,AMEX60DDU001018449
,,,AMEX60DDU001018452
,,,AMEX60DDU001018453
,,,AMEX60DDU001018454
,,,AMEX60DDU001018456
,,,AMEX60DDU001018457
,,,AMEX60DDU001018458
,,,AMEX60DDU001018459
,,,AMEX60DDU001018463
,,,AMEX60DDU001018464
,,,AMEX60DDU001018465
,,,AMEX60DDU001018466
,,,AMEX60DDU001018468
,,,AMEX60DDU001018469
,,,AMEX60DDU001018470
,,,AMEX60DDU001018471
,,,AMEX60DDU001018472
,,,AMEX60DDU001018477
,,,AMEX60DDU001018478
,,,AMEX60DDU001018479
,,,RTL8C::AMEX60DDU001018482
,,,RTL1::AMEX60DDU001018483
,,,AMEX60DDU001018484
,,,AMEX60DDU001018485
,,,AMEX60DDU001018487
,,,AMEX60DDU001018488
,,,AMEX60DDU001018489
,,,AMEX60DDU001018490
,,,AMEX60DDU001018492
,,,AMEX60DDU001018493
,,,AMEX60DDU001018494
,,,AMEX60DDU001018495
,,,AMEX60DDU001018496
,,,AMEX60DDU001018497
,,,AMEX60DDU001018498
,,,AMEX60DDU001018500
,,,AMEX60DDU001018499
,,,AMEX60DDU001018501
,,,AMEX60DDU001018502
,,,AMEX60DDU001018505
,,,AMEX60DDU001018506
,,,AMEX60DDU001018507
,,,AMEX60DDU001018508
,,,AMEX60DDU001018509
,,,AMEX60DDU001018510
,,,AMEX60DDU001018511
,,,AMEX60DDU001018512
,,,AMEX60DDU001018513
,,,AMEX60DDU001018514
,,,AMEX60DDU001018515
,,,AMEX60DDU001018516
,,,AMEX60DDU001018517
,,,AMEX60DDU001018518
,,,AMEX60DDU001018520
,,,AMEX60DDU001018521
,,,AMEX60DDU001018523
,,,AMEX60DDU001018526
,,,AMEX60DDU001018527
,,,AMEX60DDU001018531
,,,AMEX60DDU001018532
,,,AMEX60DDU001018533
,,,AMEX60DDU001018536
,,,AMEX60DDU001018537
,,,AMEX60DDU001018539
,,,AMEX60DDU001018540
,,,AMEX60DDU001018543
,,,AMEX60DDU001018544
,,,AMEX60DDU001018545
,,,AMEX60DDU001018546
,,,AMEX60DDU001018550
,,,AMEX60DDU001018551
,,,AMEX60DDU001018552
,,,AMEX60DDU001018553
,,,AMEX60DDU001018554
,,,AMEX60DDU001018555
,,,AMEX60DDU001018556
,,,AMEX60DDU001018557
,,,AMEX60DDU001018558
,,,AMEX60DDU001018559
,,,AMEX60DDU001018562
,,,AMEX60DDU001018563
,,,AMEX60DDU001018564
,,,AMEX60DDU001018565
,,,AMEX60DDU001018566
,,,AMEX60DDU001018567
,,,AMEX60DDU001018568
,,,AMEX60DDU001018570
,,,AMEX60DDU001018571
,,,AMEX60DDU001018572
,,,AMEX60DDU001018573
,,,AMEX60DDU001018574
,,,AMEX60DDU001018575
,,,AMEX60DDU001018576
,,,AMEX60DDU001018577
,,,AMEX60DDU001018579
,,,AMEX60DDU001018581
,,,AMEX60DDU001018582
,,,RTL1::AMEX60DDU001018583
,,,AMEX60DDU001018584
,,,AMEX60DDU001018587
,,,AMEX60DDU001018588
,,,AMEX60DDU001018591
,,,AMEX60DDU001018592
,,,AMEX60DDU001018593
,,,AMEX60DDU001018594
,,,AMEX60DDU001018595
,,,AMEX60DDU001018596
,,,AMEX60DDU001018597
,,,AMEX60DDU001018598
,,,AMEX60DDU001018599
,,,AMEX60DDU001018600
,,,AMEX60DDU001018602
,,,AMEX60DDU001018603
,,,AMEX60DDU001018604
,,,AMEX60DDU001018605
,,,AMEX60DDU001018607
,,,AMEX60DDU001018608
,,,AMEX60DDU001018609
,,,AMEX60DDU001018610
,,,AMEX60DDU001018611
,,,AMEX60DDU001018612
,,,AMEX60DDU001018613
,,,AMEX60DDU001018618
,,,AMEX60DDU001018620
,,,AMEX60DDU001018621
,,,AMEX60DDU001018622
,,,AMEX60DDU001018624
,,,AMEX60DDU001018625
,,,AMEX60DDU001018628
,,,AMEX60DDU001018629
,,,AMEX60DDU001018630
,,,AMEX60DDU001018631
,,,AMEX60DDU001018633
,,,AMEX60DDU001018634
,,,AMEX60DDU001018635
,,,AMEX60DDU001018637
,,,AMEX60DDU001018639
,,,AMEX60DDU001018640
,,,AMEX60DDU001018641
,,,AMEX60DDU001018643
,,,AMEX60DDU001018644
,,,AMEX60DDU001018645
,,,AMEX60DDU001018646
,,,AMEX60DDU001018647
,,,AMEX60DDU001018649
,,,AMEX60DDU001018650
,,,AMEX60DDU001018651
,,,AMEX60DDU001018652
,,,AMEX60DDU001018653
,,,AMEX60DDU001018654
,,,AMEX60DDU001018655
,,,AMEX60DDU001018656
,,,PEG10_MOUSE::AMEX60DDU001018657
,,,AMEX60DDU001018658
,,,AMEX60DDU001018659
,,,AMEX60DDU001018662
,,,AMEX60DDU001018663
,,,AMEX60DDU001018664
,,,AMEX60DDU001018666
,,,AMEX60DDU001018667
,,,AMEX60DDU001018669
,,,AMEX60DDU001018670
,,,AMEX60DDU001018671
,,,AMEX60DDU001018672
,,,AMEX60DDU001018674
,,,AMEX60DDU001018676
,,,AMEX60DDU001018677
,,,AMEX60DDU001018678
,,,AMEX60DDU001018679
,,,AMEX60DDU001018682
,,,AMEX60DDU001018683
,,,AMEX60DDU001018684
,,,AMEX60DDU001018688
,,,AMEX60DDU001018689
,,,AMEX60DDU001018691
,,,AMEX60DDU001018693
,,,AMEX60DDU001018696
,,,AMEX60DDU001018698
,,,AMEX60DDU001018699
